SourceWebsite,City,Country,ScrapeDateTime,Condition,CleanCondition,NormalizedCondition
Open-Meteo,Nairobi,Kenya,2026-03-27 07:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,New York,United States,2026-03-27 07:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Paris,France,2026-03-27 07:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Rome,Italy,2026-03-27 07:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Seoul,South Korea,2026-03-27 07:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,São Paulo,Brazil,2026-03-27 07:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Temasek,Singapore,2026-03-27 07:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Tokyo,Japan,2026-03-27 07:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Toronto,Canada,2026-03-27 07:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Auckland,New Zealand,2026-03-27 08:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Beirut,Lebanon,2026-03-27 08:00:00+00:00,moderate drizzle,moderate drizzle,rain
Open-Meteo,Buenos Aires,Argentina,2026-03-27 08:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Dubai,United Arab Emirates,2026-03-27 08:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,London,United Kingdom,2026-03-27 08:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Los Angeles,United States,2026-03-27 08:00:00+00:00,partly cloudy,partly cloudy,cloudy
Open-Meteo,Madrid,Spain,2026-03-27 08:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Mexico City,Mexico,2026-03-27 08:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Mumbai,India,2026-03-27 08:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Nairobi,Kenya,2026-03-27 08:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,New York,United States,2026-03-27 08:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Paris,France,2026-03-27 08:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Rome,Italy,2026-03-27 08:00:00+00:00,partly cloudy,partly cloudy,cloudy
Open-Meteo,Seoul,South Korea,2026-03-27 08:00:00+00:00,partly cloudy,partly cloudy,cloudy
Open-Meteo,São Paulo,Brazil,2026-03-27 08:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Temasek,Singapore,2026-03-27 08:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Tokyo,Japan,2026-03-27 08:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Toronto,Canada,2026-03-27 08:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Auckland,New Zealand,2026-03-27 09:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Beirut,Lebanon,2026-03-27 09:00:00+00:00,moderate drizzle,moderate drizzle,rain
Open-Meteo,Buenos Aires,Argentina,2026-03-27 09:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Dubai,United Arab Emirates,2026-03-27 09:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,London,United Kingdom,2026-03-27 09:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Los Angeles,United States,2026-03-27 09:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Madrid,Spain,2026-03-27 09:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Mexico City,Mexico,2026-03-27 09:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Mumbai,India,2026-03-27 09:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Nairobi,Kenya,2026-03-27 09:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,New York,United States,2026-03-27 09:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Paris,France,2026-03-27 09:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Rome,Italy,2026-03-27 09:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Seoul,South Korea,2026-03-27 09:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,São Paulo,Brazil,2026-03-27 09:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Temasek,Singapore,2026-03-27 09:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Tokyo,Japan,2026-03-27 09:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Toronto,Canada,2026-03-27 09:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Auckland,New Zealand,2026-03-27 10:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Beirut,Lebanon,2026-03-27 10:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Buenos Aires,Argentina,2026-03-27 10:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Dubai,United Arab Emirates,2026-03-27 10:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,London,United Kingdom,2026-03-27 10:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Los Angeles,United States,2026-03-27 10:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Madrid,Spain,2026-03-27 10:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Mexico City,Mexico,2026-03-27 10:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Mumbai,India,2026-03-27 10:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Nairobi,Kenya,2026-03-27 10:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,New York,United States,2026-03-27 10:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Paris,France,2026-03-27 10:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Rome,Italy,2026-03-27 10:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Seoul,South Korea,2026-03-27 10:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,São Paulo,Brazil,2026-03-27 10:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Temasek,Singapore,2026-03-27 10:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Tokyo,Japan,2026-03-27 10:00:00+00:00,partly cloudy,partly cloudy,cloudy
Open-Meteo,Toronto,Canada,2026-03-27 10:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Auckland,New Zealand,2026-03-27 11:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Beirut,Lebanon,2026-03-27 11:00:00+00:00,partly cloudy,partly cloudy,cloudy
Open-Meteo,Buenos Aires,Argentina,2026-03-27 11:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Dubai,United Arab Emirates,2026-03-27 11:00:00+00:00,moderate rain,moderate rain,rain
Open-Meteo,London,United Kingdom,2026-03-27 11:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Los Angeles,United States,2026-03-27 11:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Madrid,Spain,2026-03-27 11:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Mexico City,Mexico,2026-03-27 11:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Mumbai,India,2026-03-27 11:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Nairobi,Kenya,2026-03-27 11:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,New York,United States,2026-03-27 11:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Paris,France,2026-03-27 11:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Rome,Italy,2026-03-27 11:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Seoul,South Korea,2026-03-27 11:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,São Paulo,Brazil,2026-03-27 11:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Temasek,Singapore,2026-03-27 11:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Tokyo,Japan,2026-03-27 11:00:00+00:00,partly cloudy,partly cloudy,cloudy
Open-Meteo,Toronto,Canada,2026-03-27 11:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Auckland,New Zealand,2026-03-27 12:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Beirut,Lebanon,2026-03-27 12:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Buenos Aires,Argentina,2026-03-27 12:00:00+00:00,dense drizzle,dense drizzle,rain
Open-Meteo,Dubai,United Arab Emirates,2026-03-27 12:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,London,United Kingdom,2026-03-27 12:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Los Angeles,United States,2026-03-27 12:00:00+00:00,partly cloudy,partly cloudy,cloudy
Open-Meteo,Madrid,Spain,2026-03-27 12:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Mexico City,Mexico,2026-03-27 12:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Mumbai,India,2026-03-27 12:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Nairobi,Kenya,2026-03-27 12:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,New York,United States,2026-03-27 12:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Paris,France,2026-03-27 12:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Rome,Italy,2026-03-27 12:00:00+00:00,partly cloudy,partly cloudy,cloudy
Open-Meteo,Seoul,South Korea,2026-03-27 12:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,São Paulo,Brazil,2026-03-27 12:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Temasek,Singapore,2026-03-27 12:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Tokyo,Japan,2026-03-27 12:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Toronto,Canada,2026-03-27 12:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Auckland,New Zealand,2026-03-27 13:00:00+00:00,partly cloudy,partly cloudy,cloudy
Open-Meteo,Beirut,Lebanon,2026-03-27 13:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Buenos Aires,Argentina,2026-03-27 13:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Dubai,United Arab Emirates,2026-03-27 13:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,London,United Kingdom,2026-03-27 13:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Los Angeles,United States,2026-03-27 13:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Madrid,Spain,2026-03-27 13:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Mexico City,Mexico,2026-03-27 13:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Mumbai,India,2026-03-27 13:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Nairobi,Kenya,2026-03-27 13:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,New York,United States,2026-03-27 13:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Paris,France,2026-03-27 13:00:00+00:00,partly cloudy,partly cloudy,cloudy
Open-Meteo,Rome,Italy,2026-03-27 13:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Seoul,South Korea,2026-03-27 13:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,São Paulo,Brazil,2026-03-27 13:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Temasek,Singapore,2026-03-27 13:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Tokyo,Japan,2026-03-27 13:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Toronto,Canada,2026-03-27 13:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Auckland,New Zealand,2026-03-27 14:00:00+00:00,partly cloudy,partly cloudy,cloudy
Open-Meteo,Beirut,Lebanon,2026-03-27 14:00:00+00:00,partly cloudy,partly cloudy,cloudy
Open-Meteo,Buenos Aires,Argentina,2026-03-27 14:00:00+00:00,moderate rain,moderate rain,rain
Open-Meteo,Dubai,United Arab Emirates,2026-03-27 14:00:00+00:00,moderate drizzle,moderate drizzle,rain
Open-Meteo,London,United Kingdom,2026-03-27 14:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Los Angeles,United States,2026-03-27 14:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Madrid,Spain,2026-03-27 14:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Mexico City,Mexico,2026-03-27 14:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Mumbai,India,2026-03-27 14:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Nairobi,Kenya,2026-03-27 14:00:00+00:00,moderate drizzle,moderate drizzle,rain
Open-Meteo,New York,United States,2026-03-27 14:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Paris,France,2026-03-27 14:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Rome,Italy,2026-03-27 14:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Seoul,South Korea,2026-03-27 14:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,São Paulo,Brazil,2026-03-27 14:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Temasek,Singapore,2026-03-27 14:00:00+00:00,slight rain,slight rain,rain
Open-Meteo,Tokyo,Japan,2026-03-27 14:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Toronto,Canada,2026-03-27 14:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Auckland,New Zealand,2026-03-27 15:00:00+00:00,partly cloudy,partly cloudy,cloudy
Open-Meteo,Beirut,Lebanon,2026-03-27 15:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Buenos Aires,Argentina,2026-03-27 15:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Dubai,United Arab Emirates,2026-03-27 15:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,London,United Kingdom,2026-03-27 15:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Los Angeles,United States,2026-03-27 15:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Madrid,Spain,2026-03-27 15:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Mexico City,Mexico,2026-03-27 15:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Mumbai,India,2026-03-27 15:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Nairobi,Kenya,2026-03-27 15:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,New York,United States,2026-03-27 15:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Paris,France,2026-03-27 15:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Rome,Italy,2026-03-27 15:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Seoul,South Korea,2026-03-27 15:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,São Paulo,Brazil,2026-03-27 15:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Temasek,Singapore,2026-03-27 15:00:00+00:00,moderate drizzle,moderate drizzle,rain
Open-Meteo,Tokyo,Japan,2026-03-27 15:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Toronto,Canada,2026-03-27 15:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Auckland,New Zealand,2026-03-27 16:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Beirut,Lebanon,2026-03-27 16:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Buenos Aires,Argentina,2026-03-27 16:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Dubai,United Arab Emirates,2026-03-27 16:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,London,United Kingdom,2026-03-27 16:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Los Angeles,United States,2026-03-27 16:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Madrid,Spain,2026-03-27 16:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Mexico City,Mexico,2026-03-27 16:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Mumbai,India,2026-03-27 16:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Nairobi,Kenya,2026-03-27 16:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,New York,United States,2026-03-27 16:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Paris,France,2026-03-27 16:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Rome,Italy,2026-03-27 16:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Seoul,South Korea,2026-03-27 16:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,São Paulo,Brazil,2026-03-27 16:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Temasek,Singapore,2026-03-27 16:00:00+00:00,moderate drizzle,moderate drizzle,rain
Open-Meteo,Tokyo,Japan,2026-03-27 16:00:00+00:00,partly cloudy,partly cloudy,cloudy
Open-Meteo,Toronto,Canada,2026-03-27 16:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Auckland,New Zealand,2026-03-27 17:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Beirut,Lebanon,2026-03-27 17:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Buenos Aires,Argentina,2026-03-27 17:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Dubai,United Arab Emirates,2026-03-27 17:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,London,United Kingdom,2026-03-27 17:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Los Angeles,United States,2026-03-27 17:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Madrid,Spain,2026-03-27 17:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Mexico City,Mexico,2026-03-27 17:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Mumbai,India,2026-03-27 17:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Nairobi,Kenya,2026-03-27 17:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,New York,United States,2026-03-27 17:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Paris,France,2026-03-27 17:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Rome,Italy,2026-03-27 17:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Seoul,South Korea,2026-03-27 17:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,São Paulo,Brazil,2026-03-27 17:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Temasek,Singapore,2026-03-27 17:00:00+00:00,moderate drizzle,moderate drizzle,rain
Open-Meteo,Tokyo,Japan,2026-03-27 17:00:00+00:00,partly cloudy,partly cloudy,cloudy
Open-Meteo,Toronto,Canada,2026-03-27 17:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Auckland,New Zealand,2026-03-27 18:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Beirut,Lebanon,2026-03-27 18:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Buenos Aires,Argentina,2026-03-27 18:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Dubai,United Arab Emirates,2026-03-27 18:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,London,United Kingdom,2026-03-27 18:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Los Angeles,United States,2026-03-27 18:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Madrid,Spain,2026-03-27 18:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Mexico City,Mexico,2026-03-27 18:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Mumbai,India,2026-03-27 18:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Nairobi,Kenya,2026-03-27 18:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,New York,United States,2026-03-27 18:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Paris,France,2026-03-27 18:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Rome,Italy,2026-03-27 18:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Seoul,South Korea,2026-03-27 18:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,São Paulo,Brazil,2026-03-27 18:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Temasek,Singapore,2026-03-27 18:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Tokyo,Japan,2026-03-27 18:00:00+00:00,partly cloudy,partly cloudy,cloudy
Open-Meteo,Toronto,Canada,2026-03-27 18:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Auckland,New Zealand,2026-03-27 19:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Beirut,Lebanon,2026-03-27 19:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Buenos Aires,Argentina,2026-03-27 19:00:00+00:00,partly cloudy,partly cloudy,cloudy
Open-Meteo,Dubai,United Arab Emirates,2026-03-27 19:00:00+00:00,moderate rain,moderate rain,rain
Open-Meteo,London,United Kingdom,2026-03-27 19:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Los Angeles,United States,2026-03-27 19:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Madrid,Spain,2026-03-27 19:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Mexico City,Mexico,2026-03-27 19:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Mumbai,India,2026-03-27 19:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Nairobi,Kenya,2026-03-27 19:00:00+00:00,moderate drizzle,moderate drizzle,rain
Open-Meteo,New York,United States,2026-03-27 19:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Paris,France,2026-03-27 19:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Rome,Italy,2026-03-27 19:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Seoul,South Korea,2026-03-27 19:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,São Paulo,Brazil,2026-03-27 19:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Temasek,Singapore,2026-03-27 19:00:00+00:00,partly cloudy,partly cloudy,cloudy
Open-Meteo,Tokyo,Japan,2026-03-27 19:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Toronto,Canada,2026-03-27 19:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Auckland,New Zealand,2026-03-27 20:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Beirut,Lebanon,2026-03-27 20:00:00+00:00,moderate drizzle,moderate drizzle,rain
Open-Meteo,Buenos Aires,Argentina,2026-03-27 20:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Dubai,United Arab Emirates,2026-03-27 20:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,London,United Kingdom,2026-03-27 20:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Los Angeles,United States,2026-03-27 20:00:00+00:00,partly cloudy,partly cloudy,cloudy
Open-Meteo,Madrid,Spain,2026-03-27 20:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Mexico City,Mexico,2026-03-27 20:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Mumbai,India,2026-03-27 20:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Nairobi,Kenya,2026-03-27 20:00:00+00:00,moderate drizzle,moderate drizzle,rain
Open-Meteo,New York,United States,2026-03-27 20:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Paris,France,2026-03-27 20:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Rome,Italy,2026-03-27 20:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Seoul,South Korea,2026-03-27 20:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,São Paulo,Brazil,2026-03-27 20:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Temasek,Singapore,2026-03-27 20:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Tokyo,Japan,2026-03-27 20:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Toronto,Canada,2026-03-27 20:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Auckland,New Zealand,2026-03-27 21:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Beirut,Lebanon,2026-03-27 21:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Buenos Aires,Argentina,2026-03-27 21:00:00+00:00,moderate drizzle,moderate drizzle,rain
Open-Meteo,Dubai,United Arab Emirates,2026-03-27 21:00:00+00:00,slight rain,slight rain,rain
Open-Meteo,London,United Kingdom,2026-03-27 21:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Los Angeles,United States,2026-03-27 21:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Madrid,Spain,2026-03-27 21:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Mexico City,Mexico,2026-03-27 21:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Mumbai,India,2026-03-27 21:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Nairobi,Kenya,2026-03-27 21:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,New York,United States,2026-03-27 21:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Paris,France,2026-03-27 21:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Rome,Italy,2026-03-27 21:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Seoul,South Korea,2026-03-27 21:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,São Paulo,Brazil,2026-03-27 21:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Temasek,Singapore,2026-03-27 21:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Tokyo,Japan,2026-03-27 21:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Toronto,Canada,2026-03-27 21:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Auckland,New Zealand,2026-03-27 22:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Beirut,Lebanon,2026-03-27 22:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Buenos Aires,Argentina,2026-03-27 22:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Dubai,United Arab Emirates,2026-03-27 22:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,London,United Kingdom,2026-03-27 22:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Los Angeles,United States,2026-03-27 22:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Madrid,Spain,2026-03-27 22:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Mexico City,Mexico,2026-03-27 22:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Mumbai,India,2026-03-27 22:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Nairobi,Kenya,2026-03-27 22:00:00+00:00,moderate drizzle,moderate drizzle,rain
Open-Meteo,New York,United States,2026-03-27 22:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Paris,France,2026-03-27 22:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Rome,Italy,2026-03-27 22:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Seoul,South Korea,2026-03-27 22:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,São Paulo,Brazil,2026-03-27 22:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Temasek,Singapore,2026-03-27 22:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Tokyo,Japan,2026-03-27 22:00:00+00:00,slight rain,slight rain,rain
Open-Meteo,Toronto,Canada,2026-03-27 22:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Auckland,New Zealand,2026-03-27 23:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Beirut,Lebanon,2026-03-27 23:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Buenos Aires,Argentina,2026-03-27 23:00:00+00:00,dense drizzle,dense drizzle,rain
Open-Meteo,Dubai,United Arab Emirates,2026-03-27 23:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,London,United Kingdom,2026-03-27 23:00:00+00:00,overcast,overcast,cloudy
